courseid,classname,units,subject
MSE218,Imperfections in Solids,4,Materials Science and Engineering
MSE220,Materials Characterization Techniques,4,Materials Science and Engineering
MSE221,Electron Microscopy and Microanalysis,3,Materials Science and Engineering
MSE222L,Laboratory in Transmission Electron Microscopy,1,Materials Science and Engineering
MSE223L,Laboratory in Scanning Electron Microscopy,1,Materials Science and Engineering
MSE224,Atomistic Modeling of Solid State Materials,4,Materials Science and Engineering
MSE225A,Spectrometry in Organic Structure Analysis,3,Materials Science and Engineering
MSE225B,Advanced Analytical Chemistry: Optical Spectroscopy,3,Materials Science and Engineering
MSE225C,Introduction to Computational Quantum Chemistry,3,Materials Science and Engineering
MSE226,"Optical Methods in Biology, Chemistry, and Engineering",4,Materials Science and Engineering
MSE227A,Nanoscale Characterization Techniques,4,Materials Science and Engineering
MSE227B,Semiconductor Electronic and Optical Properties,4,Materials Science and Engineering
MSE229,Advanced Computation For Materials Design,4,Materials Science and Engineering
MSE230,Functional Materials: Semiconductors,4,Materials Science and Engineering
MSE233A,Corrosion Science,4,Materials Science and Engineering
MSE233B,Failure Analysis and Prevention,4,Materials Science and Engineering
MSE234A,Physics of Nanoscale Systems,4,Materials Science and Engineering
MSE234B,Spintronics and Nanoscale Magnetism,4,Materials Science and Engineering
MSE235,Solid State and Materials in Inorganic Chemistry,3,Materials Science and Engineering
MSE236,Nanomaterials For Regenerative Medicine,4,Materials Science and Engineering
MSE237A,Quantum Magnetism,4,Materials Science and Engineering
MSE237B,Nanoscale Phonon Engineering,4,Materials Science and Engineering
MSE237C,Solid State Devices,4,Materials Science and Engineering
MSE238,Introduction to Microelectromechanical Systems,4,Materials Science and Engineering
MSE239A,Fundamentals of Heterogeneous Catalysis,4,Materials Science and Engineering
MSE239B,Synthesis and Characterization of Nanomaterials,3,Materials Science and Engineering
MSE239C,Electrochemical Engineering,4,Materials Science and Engineering
MSE240,Materials Synthesis and Processing,4,Materials Science and Engineering
MSE245A,Advanced Organic Reactions,3,Materials Science and Engineering
MSE245B,Structure and Bonding in Inorganic Chemistry,3,Materials Science and Engineering
MSE245C,Nanoscience and Nanotechnology,3,Materials Science and Engineering
MSE245D,Interdisciplinary Overview of Current Issues in Semiconductor Processing,3,Materials Science and Engineering
MSE246,Cellular and Molecular Engineering,4,Materials Science and Engineering
MSE248A,Nanoscale Science and Engineering,4,Materials Science and Engineering
MSE248B,Mechanics and Physics of Materials,4,Materials Science and Engineering
MSE248C,Advanced Solidification Processing,4,Materials Science and Engineering
MSE250,Colloquium in Materials Science and Engineering,1,Materials Science and Engineering
MSE251,Topics in Materials Science and Engineering,1,Materials Science and Engineering
MSE280,Special Topics in Biomaterials and Tissue Engineering 1 to,2,Materials Science and Engineering
MSE290,Directed Studies 1 to,6,Materials Science and Engineering
MSE297,Directed Research 1 to,6,Materials Science and Engineering
MSE298I,Individual Internship in Materials Science & Engineering 1 to,12,Materials Science and Engineering
MSE299,Research For the Thesis Or Dissertation 1 to,12,Materials Science and Engineering
MUS001,Basic Musical Concepts,4,Music
MUS002,Introduction to Western Music,4,Music
MUS003,Introduction to Opera,4,Music
MUS005,Women in Music,4,Music
MUS006,Introduction to World Music,4,Music
MUS007,Music in Movies and Tv,4,Music
MUS008,Popular Music Cultures of the United States,4,Music
MUS009,Introduction to Digital Music,4,Music
MUS010,Advanced Fundamentals,4,Music
MUS012,Introduction to Music and Culture,4,Music
MUS014,Popular Musics of the World,4,Music
MUS015,Latin American Folk and Popular Styles,4,Music
MUS016,Latin American Classical Heritage,4,Music
MUS017,Music of Mexico,4,Music
MUS018,Music of Spain,4,Music
MUS019,Music of Brazil,4,Music
MUS020,Music of Scotland,4,Music
MUS021,Canntaireachd: Scottish Classical Music,4,Music
MUS023,Audio Recording and Production,4,Music
MUS026,Art of the Synthesizer,4,Music
MUS030A,Harmony,4,Music
MUS030B,Harmony,4,Music
MUS030C,Harmony,4,Music
MUS031A,Music Theory and Musicianship I,4,Music
MUS031B,Music Theory and Musicianship I,4,Music
MUS031C,Music Theory and Musicianship I,4,Music
MUS032,Class Piano,2,Music
MUS037,Introduction to Composition,4,Music
MUS044,Introduction to Songwriting,4,Music
MUS073A,Dance of Mexico,2,Music
MUS073B,Dance of Mexico,2,Music
MUS080,"(E-Z) Private Instruction: Voice, Keyboard, and Strings",1,Music
MUS081,"(E-Z) Private Instruction: Brass, Woodwinds, Percussion, and Other Instruments",1,Music
MUS111,Music Resources and References,2,Music
MUS112A,History of Western Music: Middle Ages to 1700,4,Music
MUS112B,History of Western Music: 1700-1900,4,Music
MUS112C,History of Western Music: Twentieth-Century,4,Music
MUS113,Brazilian Music,4,Music
MUS114,Opera,4,Music
MUS115,Renaissance and Baroque Music of Latin Europe and Latin America,4,Music
MUS117,Music and Ritual,4,Music
MUS118,"Music, Politics, and Social Movements",4,Music
MUS119,Javanese Music and Culture,4,Music
MUS120,Contemporary Native American Music,4,Music
MUS122,Music and Performance in the Andes,4,Music
MUS123,Southeast Asian Performance,4,Music
MUS124,Music of Asian America,4,Music
MUS125,"Music of Central America, Mexico, and the Caribbean",4,Music
MUS126,"Gender, Sexuality, and Music in Cross-Cultural Perspectives",4,Music
MUS127,Music Cultures of Southeast Asia,4,Music
MUS130A,Counterpoint,4,Music
MUS130B,Counterpoint,4,Music
MUS131A,Music Theory and Musicianship II,4,Music
MUS131B,Music Theory and Musicianship II,4,Music
MUS131C,Music Theory and Musicianship II,4,Music
MUS133,Instrumentation,4,Music
MUS134,Orchestration,4,Music
MUS136,Jazz Theory,4,Music
MUS137,Composition Seminar,4,Music
MUS138,Form and Analysis in Western Music,4,Music
MUS140,American Musical Subcultures: A Genealogy of Rock,4,Music
MUS140L,American Musical Subcultures: A Genealogy of Rock Practicum,4,Music
MUS142,Film and Video Game Scoring,4,Music
MUS145A,Digital Audio and Sound,4,Music
MUS145B,Digital Audio and Sound,4,Music
MUS146,Genealogy of Electronica,4,Music
MUS147,Advanced Contemporary Analysis: Music After 1945,4,Music
MUS148,Sound Studies and Sound Art,4,Music
MUS149,Composition Forum and Studio,4,Music
MUS150A,Instrumental Technique: Strings,2,Music
MUS150B,Instrumental Technique: Woodwinds,2,Music
MUS150C,Instrumental Technique: Brass,2,Music
MUS150D,Instrumental Technique: Percussion,2,Music
MUS150E,Instrumental Technique: Voice Studio,2,Music
MUS151,Orchestral Conducting,4,Music
MUS152,Choral Conducting,4,Music
MUS153,Homosexuality and Music,4,Music
MUS154,(E-Z) Critical Approaches to the Western Canon,4,Music
MUS155,(E-Z) Seminar in Dance and Music,4,Music
MUS155E,"Representations of Spain in Dance and Music, 1700-2000",4,Music
MUS155F,The Ballets Russes,4,Music
MUS157,Topics Interdisciplinary Approaches to Composition,4,Music
MUS160,Orchestra 1 to,2,Music
MUS161,Collegium Musicum 1 to,2,Music
MUS162,"University of California, Riverside Chorale 1 to",2,Music
MUS163,Chamber Singers 1 to,2,Music
MUS164,Jazz Ensemble 1 to,2,Music
MUS165,Concert Band 1 to,2,Music
MUS166,(E-Z) Chamber Music 1 to,2,Music
MUS167,Senior Recital 1 to,2,Music
MUS168,Javanese Gamelan Ensemble: Beginning,2,Music
MUS169,Taiko Ensemble,1,Music
MUS170,Rondalla Ensemble 1 to,2,Music
MUS174,Latin American Music Ensemble 1 to,2,Music
MUS175A,Beginning Mariachi Ensemble 1 to,2,Music
MUS175B,Intermediate Mariachi Ensemble 1 to,2,Music
MUS176,Bagpipe Ensemble,1,Music
MUS177,Music of North India: Tabla (Drums) 1 to,2,Music
MUS179,Music Improvisation Ensemble 1 to,2,Music
MUS180,"(E-Z) Private Instruction: Voice, Keyboard, and Strings",2,Music
MUS181,"(E-Z) Private Instruction: Brass, Woodwinds, Percussion, and Other Instruments",2,Music
MUS183,Percussion Ensemble 1 to,2,Music
MUS184,Genealogy of Hip Hop,4,Music
MUS185,"Arts, Management, and Community",4,Music
MUS185S,"Arts, Management, and Community",4,Music
MUS190,Special Studies 1 to,5,Music
MUS191,(E-Z) Seminar in Music,4,Music
MUS194,Independent Reading 1 to,2,Music
MUS195,Senior Thesis 1 to,4,Music
MUS198,R’Course: Variable Topics,1,Music
MUS198I,Individual Internship 1 to,12,Music
MUS199H,Senior Honors Research 1 to,5,Music
MUS200,Music Bibliography,4,Music
MUS201,Proseminar in the Analysis of Western Music,4,Music
MUS206,Proseminar in Musicology,4,Music
MUS207A,Proseminar in Ethnomusicology: History and Foundations,4,Music
MUS207B,Proseminar in Ethnomusicology: Current Theoretical Directions,4,Music
MUS207C,Proseminar in Ethnomusicology: Public Sector,4,Music
MUS232,Soundtrack Composition,3,Music
MUS249,Audiovisual and Multimedia Composition,4,Music
MUS252,Notation For Composers,4,Music
MUS254,Listening,4,Music
MUS255,Field Methods in Ethnomusicology,4,Music
MUS256,Electroacoustic and Computer Music Composition,4,Music
MUS257,Music and Audio Production,4,Music
MUS258,Composition Seminar,4,Music
MUS259,Musical Semiotics: Approaches to Meaning and Form,4,Music
MUS261,Seminar in Performance Practice,4,Music
MUS262,Seminar in Western Music History,4,Music
MUS263,Seminar in Special Topics in Musicology,4,Music
MUS265,"Electroacoustic Music: History, Theory, and Aesthetics",4,Music
MUS266,Seminar in Improvisational Studies,4,Music
MUS270,Special Topics in Ethnomusicology,4,Music
MUS271,Area Studies Research in Music,4,Music
MUS272,Musics of Southeast Asia,4,Music
MUS290,Directed Studies 1 to,6,Music
MUS291,Individual Study in Coordinated Areas 1 to,6,Music
MUS292,Concurrent Analytical Studies in Music 1 to,4,Music
MUS293,Composition Practicum,1,Music
MUS297,Directed Research 1 to,6,Music
MUS299,Research For Thesis Or Dissertation 1 to,12,Music
MUS301,Directed Studies in the Teaching of Music,3,Music
MUS302,Teaching Practicum,1,Music
MUS400,Research and Professional Development Workshop,1,Music
NASC091,Freshman Advising Seminar in the Natural and Agricultural Sciences,1,Natural and Agricultural Sciences
NASC092,Lower Division Seminar in the Natural and Agricultural Sciences,1,Natural and Agricultural Sciences
NASC093,Freshman Advising Seminar in the Natural and Agricultural Sciences,2,Natural and Agricultural Sciences
NASC094,"Adventures in Science: Issues, Research, Careers, Ethics and More 1 to",2,Natural and Agricultural Sciences
NASC096,Environment and Society,4,Natural and Agricultural Sciences
NASC097,Undergraduate Research Seminar 1 to,2,Natural and Agricultural Sciences
NASC171,Globalization,4,Natural and Agricultural Sciences
NASC188,Introduction to Oral Presentations,2,Natural and Agricultural Sciences
NASC189,Reading and Analysis of Scientific Articles,1,Natural and Agricultural Sciences
NASC191S,Seminar in Sacramento,4,Natural and Agricultural Sciences
NASC192,Introduction to Stem Teaching,1,Natural and Agricultural Sciences
NASC192L,Introduction to Stem Teaching Laboratory,1,Natural and Agricultural Sciences
NASC198,R’Course: Variable Topics,1,Natural and Agricultural Sciences
NASC198I,Individual Internship in the Natural and Agricultural Sciences 1 to,12,Natural and Agricultural Sciences
NEM120,Soil Ecology,4,Nematology
NEM159,Biology of Nematodes,3,Nematology
NEM190,Special Studies 1 to,4,Nematology
NEM197,Research For Undergraduates 1 to,4,Nematology
NEM199,Senior Research 2 to,4,Nematology
NEM205,Identification of Plant Parasitic Nematodes,1,Nematology
NEM206,Phytopathogens: Nematodes,2,Nematology
NEM250,Seminar in Nematology,1,Nematology
NEM270,Special Topics in Nematology,1,Nematology
NEM290,Directed Studies 1 to,6,Nematology
NEM297,Directed Research 1 to,6,Nematology
NRSC200A,Fundamentals of Neuroscience,3,Neuroscience
NRSC200B,Fundamentals of Neuroscience,3,Neuroscience
NRSC200C,Fundamentals of Neuroscience,3,Neuroscience
NRSC202,Advanced Methods in Neuroscience,3,Neuroscience
NRSC280,Neuromodulation of Behavior,3,Neuroscience
NRSC287,Colloquium in Neuroscience,1,Neuroscience
NRSC289,Special Topics in Neuroscience,2,Neuroscience
NRSC290,Directed Studies 1 to,6,Neuroscience
NRSC297,Directed Research 1 to,6,Neuroscience
NRSC299,Research For the Thesis Or Dissertation 1 to,12,Neuroscience
PBHL200,Foundations of Public Health,4,Public Health Graduate Program
PBHL201,Research Methods For Public Health,4,Public Health Graduate Program
PBHL202A,Community Health Theory and Practice I,4,Public Health Graduate Program
PBHL202B,Community Health Theory and Practice 2,4,Public Health Graduate Program
PBHL203,Ethics in Public Health,4,Public Health Graduate Program
PBHL204,Epidemiology,4,Public Health Graduate Program
PBHL205,Environmental Health,4,Public Health Graduate Program
PBHL206,Health Policy and Administration,4,Public Health Graduate Program
PBHL207,Program Planning and Evaluation For Public Health,4,Public Health Graduate Program
PBHL298I,Applied Public Health Practice Experience (practicum) 1 to,12,Public Health Graduate Program
PBPL001,Introduction to Public Policy Analysis,4,Public Policy
PBPL002,Politics and Public Policy,4,Public Policy
PBPL004,"Ethics, Professionalism, and Public Policy",4,Public Policy
PBPL006,Introduction to Public Health,4,Public Policy
PBPL010,Introduction to Geographic Information Systems,4,Public Policy
PBPL050,Introduction to Public Policy Major and University,2,Public Policy
PBPL090,Special Studies 1 to,3,Public Policy
PBPL100A,Data Analysis For Public Policy 1,4,Public Policy
PBPL100B,Data Analysis For Public Policy 2,4,Public Policy
PBPL101,Research Methods and Public Policy,4,Public Policy
PBPL102,Borderline Immigration Policies and Community Change Processes,4,Public Policy
PBPL103,Economic Development Policy,4,Public Policy
PBPL105,Qualitative Research Methods and Public Policy,4,Public Policy
PBPL127,Sociological Determinants of Health,4,Public Policy
PBPL130,Management of International Water,4,Public Policy
PBPL132,"Water Economics, Management and Policy: California and Beyond",4,Public Policy
PBPL150,Urban Informatics For Public Policy,4,Public Policy
PBPL155,Women’s Labor and the Economy,4,Public Policy
PBPL157,Labor in the Public Sector,4,Public Policy
PBPL160,Immigrant Health and Wellbeing,4,Public Policy
PBPL162,Health in All Policies,4,Public Policy
PBPL164,Social Innovation in Theory and Practice,4,Public Policy
PBPL166,Intergovernmental Relations,4,Public Policy
PBPL167,Medical Sociology,4,Public Policy
PBPL170,"Technology, Policy, and Ethics",4,Public Policy
PBPL171,Globalization,4,Public Policy
PBPL172,Environmental Policy,4,Public Policy
PBPL178,Urban Issues and Policy,4,Public Policy
PBPL180,Special Topics in Public Policy,4,Public Policy
PBPL182,Urban Problems,4,Public Policy
PBPL185,Race and Law Enforcement,4,Public Policy
PBPL186,Policy Evaluation in Development Economics,4,Public Policy
PBPL190,Special Studies 1 to,5,Public Policy
PBPL191,Seminar in Public Policy,2,Public Policy
PBPL195H,Senior Honors Thesis 1 to,4,Public Policy
PBPL197,Research For Undergraduates 1 to,4,Public Policy
PBPL198I,Individual Internship in Public Policy 1 to,12,Public Policy
PBPL200,Introduction to Policy Analysis,4,Public Policy
PBPL202,Policy Institutions and Processes,4,Public Policy
PBPL204,Regional Policy-Making Across Administrative Jurisdictions,4,Public Policy
PBPL205,Research Design and Statistics For Public Policy,4,Public Policy
PBPL206,State Governments as Laboratories of Change,4,Public Policy
PBPL210,Quantitative Methods For Public Policy 1,4,Public Policy
PBPL212,Qualitative Social Science Methods,4,Public Policy
PBPL214,Applied Microeconomics For Public Policy,4,Public Policy
PBPL216,Public Leadership and Management,4,Public Policy
PBPL220,Quantitative Methods For Public Policy 2,4,Public Policy
PBPL222,"Ethics, Professionalism, and the Normative Bases of Public Policies",4,Public Policy
PBPL230,(E-Z) Topics in Health Policy,4,Public Policy
PBPL230F,Public Policy and Health,4,Public Policy
PBPL233,Environmental Economics and Policy,4,Public Policy
PBPL234,Poverty in Global Perspective,4,Public Policy
PBPL235,Economic Development in United States Cities,4,Public Policy
PBPL236,(E-Z) Urban and Spatial Analyses,4,Public Policy
PBPL236E,United States Census Data and Policy Studies,4,Public Policy
PBPL245,Comparative Global Water Policy,4,Public Policy
PBPL246,Agricultural and Food Policy,4,Public Policy
PBPL250,Public Budgeting and Finance,4,Public Policy
PBPL252,Crime Mapping Analysis,4,Public Policy
PBPL255,Mapping For the Common Good,4,Public Policy
PBPL260,Education Policy Analysis,4,Public Policy
PBPL261,Higher Education Policy,4,Public Policy
PBPL262,Economics in Higher Education,4,Public Policy
PBPL264,Methods in Health Disparities Research: An Introduction to Community Engaged Research,4,Public Policy
PBPL265,Advanced Methods in Health Disparities Research: An Application of Community Engaged Research,4,Public Policy
PBPL266,Transportation Policy,4,Public Policy
PBPL270,(E-Z) Topics in Immigration Policy,4,Public Policy
PBPL270E,General Perspectives On Immigration Policy,4,Public Policy
PBPL270F,Borderland Policies and Community Processes,4,Public Policy
PBPL271,Racial Inequality in Politics and Policy,4,Public Policy
PBPL272,Policy and Politics in California,4,Public Policy
PBPL273,Geographic Information Systems For Public Policy,4,Public Policy
PBPL274,Social Innovation in Theory and Practice,4,Public Policy
PBPL280,Special Topics in Public Policy,4,Public Policy
PBPL289A,Capstone Research Project,4,Public Policy
PBPL289B,Capstone Research Project,4,Public Policy
PBPL290,Directed Studies 1 to,6,Public Policy
PBPL291,Individual Study in Coordinated Areas 1 to,12,Public Policy
PBPL297,Directed Research 1 to,6,Public Policy
PBPL298I,Individual Internship 1 to,12,Public Policy
PCST190,Special Studies 1 to,5,Pease and Conflicts Studies
PCST197,Research For Undergraduates,4,Pease and Conflicts Studies
PHIL001,Introduction to Philosophy,4,Philosophy
PHIL001H,Honors Introduction to Philosophy,4,Philosophy
PHIL002,Contemporary Moral Issues,4,Philosophy
PHIL002H,Honors Contemporary Moral Issues,4,Philosophy
PHIL003,Ethics and the Meaning of Life,4,Philosophy
PHIL003H,Honors Ethics and the Meaning of Life,4,Philosophy
PHIL003W,Ethics and the Meaning of Life,4,Philosophy
PHIL003X,Honors Ethics and the Meaning of Life,4,Philosophy
PHIL004,Introduction to the Philosophy of Race,4,Philosophy
PHIL005,Evil,4,Philosophy
PHIL005H,Honors Evil,4,Philosophy
PHIL006,"Reason, Belief, and Truth",4,Philosophy
PHIL007,Introduction to Critical Thinking,4,Philosophy
PHIL007H,Honors Introduction to Critical Thinking,4,Philosophy
PHIL008,Introduction to Logic,4,Philosophy
PHIL008H,Honors Introduction to Logic,4,Philosophy
PHIL009,Biomedical Ethics,4,Philosophy
PHIL009H,Honors Biomedical Ethics,4,Philosophy
PHIL010,"Language, Mind, and Reality",4,Philosophy
PHIL010H,"Honors Language, Mind, and Reality",4,Philosophy
PHIL012,Introductory Seminar in Moral Philosophy,4,Philosophy
PHIL030,(E-Z) Introduction to the History of Philosophy,4,Philosophy
PHIL100,Sophomore-Junior Seminar,4,Philosophy
PHIL101,Sophomore and Junior Lecture,4,Philosophy
PHIL107,Languages and Minds,4,Philosophy
PHIL108,Philosophical Issues of Race and Gender,4,Philosophy
PHIL109,Philosophy of Technology,4,Philosophy
PHIL110,Asian Philosophy,4,Philosophy
PHIL111,"Philosophy, Film, and Reflective Popular Culture",4,Philosophy
PHIL112,Mortal Questions,4,Philosophy
PHIL113,God,4,Philosophy
PHIL114,Science and Human Understanding,4,Philosophy
PHIL115,The Care of the Soul,4,Philosophy
PHIL116,Business Ethics,4,Philosophy
PHIL117,Environmental Ethics,4,Philosophy
PHIL118,Personhood and Personal Identity,4,Philosophy
PHIL119,Economics and Philosophy,4,Philosophy
PHIL120,(E-Z) Ancient Philosophy,4,Philosophy
PHIL121,(E-Z) Major Philosophers,4,Philosophy
PHIL122,(E-Z) Topics in Hostory of Philosophy,4,Philosophy
PHIL123,Readings in Classical Chinese Philosophy,4,Philosophy
PHIL124,Formal Logic,4,Philosophy
PHIL125,Intermediate Logic,4,Philosophy
PHIL126,Advanced Logic,4,Philosophy
PHIL127,Advanced Topics in Logic,4,Philosophy
PHIL128,Introduction to Arabic Philosophy,4,Philosophy
PHIL129,History of Philosophy in India,4,Philosophy
PHIL130,Theory of Knowledge,4,Philosophy
PHIL131,Twentieth-Century Analytic Philosophy,4,Philosophy
PHIL132,Philosophy of Language,4,Philosophy
PHIL133,Metaphysics,4,Philosophy
PHIL134,Philosophy of Mind,4,Philosophy
PHIL135,Philosophy of Psychology,4,Philosophy
PHIL137,Philosophy of Science,4,Philosophy
PHIL138,Philosophy of Agency,4,Philosophy
PHIL139,Philosophy of Mathematics,4,Philosophy
PHIL140,Topics in Metaphysics,4,Philosophy
PHIL142,Advanced Topics in the Philosophy of Language,4,Philosophy
PHIL144,Advanced Topics in Philosophy of Mind,4,Philosophy
PHIL150,Philosophy in Literature,4,Philosophy
PHIL151,Existentialism,4,Philosophy
PHIL152,Twentieth-Century Continental Philosophy,4,Philosophy
PHIL153,Marxist Critique,4,Philosophy
PHIL154,Phenomenology,4,Philosophy
PHIL155,Peace in the Middle East,4,Philosophy
PHIL159,Philosophy of Religion,4,Philosophy
PHIL161,Ethics,4,Philosophy
PHIL162,Human Nature and Radical Evil,4,Philosophy
PHIL163,Political Philosophy,4,Philosophy
PHIL164,Justice,4,Philosophy
PHIL165,Philosophy of Law,4,Philosophy
PHIL165H,Honors Philosophy of Law,4,Philosophy
PHIL166,Philosophy of Feminism,4,Philosophy
PHIL167,Biomedical Ethics,4,Philosophy
PHIL168,Ethics and Families,4,Philosophy
PHIL169,(E-Z) Topics in Value Theory,4,Philosophy
PHIL171,Feminist Bioethics,4,Philosophy
PHIL172,Reading Philosophical German,4,Philosophy
PHIL173,Philosophy of Sex and Sexuality,4,Philosophy
PHIL174,Philosophy of Art and Aesthetics,4,Philosophy
PHIL190,Special Studies 1 to,5,Philosophy
PHIL193,Senior Seminar,4,Philosophy
PHIL195,Senior Thesis 1 to,4,Philosophy
PHIL198,R’Course: Variable Topics,1,Philosophy
PHIL198I,Individual Internship in Philosophy 2 to,8,Philosophy
PHIL220,(E-Z) Ancient Philosophy,4,Philosophy
PHIL221,(E-Z) Major Philosophers,4,Philosophy
PHIL222,(E-Z) Topics in History of Philosophy,4,Philosophy
PHIL242,Advanced Topics in the Philosophy of Language,4,Philosophy
PHIL244,Advanced Topics in Philosophy of Mind,4,Philosophy
PHIL253,Marxist Critique,4,Philosophy
PHIL270,Philosophy Colloquia,1,Philosophy
PHIL272A,Workshop in Philosophy 2 to,4,Philosophy
PHIL272B,Workshop in Philosophy 2 to,4,Philosophy
PHIL272C,Workshop in Philosophy 2 to,4,Philosophy
PHIL275A,Proseminar For First-Year Graduate Students: Metaphysics and Epistemology,4,Philosophy
PHIL275B,Proseminar For First-Year Graduate Students: Metaphysics and Epistemology,4,Philosophy
PHIL275C,Proseminar For First-Year Graduate Students: Moral Philosophy,4,Philosophy
PHIL276,Third and Fourth Year Research Seminar 2 or,4,Philosophy
PHIL280,Seminar in Philosophical Problems,4,Philosophy
PHIL281,Philosophical Texts,4,Philosophy
PHIL282,Seminar in Individual Philosophers,4,Philosophy
PHIL283,Seminar in Contemporary Philosophy,4,Philosophy
PHIL284A,Problems in the History of Philosophy,4,Philosophy
PHIL284B,Problems in the History of Philosophy,4,Philosophy
PHIL285A,Problems in Contemporary Philosophy,4,Philosophy
PHIL285B,Problems in Contemporary Philosophy,4,Philosophy
PHIL290,Directed Studies 1 to,6,Philosophy
PHIL291,Individual Studies in Coordinated Areas 2 to,4,Philosophy
PHIL292,Concurrent Analytical Studies in Philosophy 1 to,4,Philosophy
PHIL297,Directed Research 1 to,6,Philosophy
PHIL299,Research For Thesis Or Dissertation 1 to,12,Philosophy
PHIL301,Directed Studies in the Teaching of Philosophy,1,Philosophy
PHIL302,Teaching Practicum 1 to,4,Philosophy
PHIL400,Research and Professional Development Workshop,1,Philosophy
PHYS002A,General Physics,4,Physics
PHYS002B,General Physics,4,Physics
PHYS002C,General Physics,4,Physics
PHYS005,History of the Universe,4,Physics
PHYS006,The Violent Universe,4,Physics
PHYS007,"Space Time, Relativity, and Cosmology",4,Physics
PHYS008,Color and Sound: Dimensions in Communication,4,Physics
PHYS010,How Things Work,4,Physics
PHYS016,Principles of Physics,4,Physics
PHYS017,Linear Algebra For Physics,4,Physics
PHYS018,Energy and the Environment,4,Physics
PHYS020,Exploring the Universe: An Adventure in Astronomy,4,Physics
PHYS024,"Dna in Your Life: the Physical Basis For Structure, Function, and Control",4,Physics
PHYS037,The Origins,4,Physics
PHYS039,Adventures in Physics,3,Physics
PHYS040A,General Physics,5,Physics
PHYS040B,General Physics,5,Physics
PHYS040C,General Physics,5,Physics
PHYS040D,General Physics,5,Physics
PHYS040E,General Physics,4,Physics
PHYS041A,Introductory Physics For Physics Majors,8,Physics
PHYS041B,Introductory Physics For Physics Majors,8,Physics
PHYS041C,Introductory Physics For Physics Majors,8,Physics
PHYS050,Introduction to Applied Data Science: A Multi-Disciplinary Approach,4,Physics
PHYS097,Lower-Division Research 1 to,4,Physics
PHYS111,Astrophysics and Stellar Astronomy,4,Physics
PHYS112,Galaxies and Extragalactic Astronomy,4,Physics
PHYS117,Advanced Mathematical Methods of Physics,4,Physics
PHYS130A,Classical Mechanics,4,Physics
PHYS130B,Classical Mechanics,4,Physics
PHYS132,Thermal Physics,4,Physics
PHYS133,Advanced Statistical Physics,4,Physics
PHYS135A,Electromagnetism,4,Physics
PHYS135B,Electromagnetism,4,Physics
PHYS136,Electromagnetic Waves,4,Physics
PHYS139L,Electronics For Scientists,5,Physics
PHYS140L,Techniques of Observational Astronomy,4,Physics
PHYS142L,Advanced Physics Laboratory,4,Physics
PHYS142W,Advanced Physics Laboratory,5,Physics
PHYS145A,Biophysics,4,Physics
PHYS145B,Biophysics,4,Physics
PHYS145C,Biophysics,4,Physics
PHYS150A,Introduction to Condensed Matter Physics,4,Physics
PHYS150B,Introduction to Condensed Matter Physics,4,Physics
PHYS151,Topics in Modern Condensed Matter Research,4,Physics
PHYS152A,Exploring Many- Body Quantum Physics With Mathematica,2,Physics
PHYS152B,Exploring Many-Body Quantum Physics With Mathematica,2,Physics
PHYS156A,Quantum Mechanics,4,Physics
PHYS156B,Quantum Mechanics,4,Physics
PHYS156C,Quantum Mechanics,4,Physics
PHYS160,Introduction to Quantum Computation,4,Physics
PHYS163,Atomic Physics and Spectroscopy,4,Physics
PHYS164,Introduction to Nuclear Physics,4,Physics
PHYS165,Introduction to Particle Physics,4,Physics
PHYS166,Cosmology,4,Physics
PHYS168,Energy and the Environment,4,Physics
PHYS177,Computational Methods For Physical Sciences,4,Physics
PHYS190,Special Studies 1 to,5,Physics
PHYS190L,Special Studies at Los Alamos National Laboratory 1 to,8,Physics
PHYS195A,Senior Thesis 1 to,4,Physics
PHYS195B,Senior Thesis 1 to,4,Physics
PHYS195C,Senior Thesis 1 to,4,Physics
PHYS195D,Senior Thesis 1 to,4,Physics
PHYS197,Research For Undergraduates 1 to,4,Physics
PHYS198I,Individual Internship in Physics 1 to,12,Physics
PHYS202,Interdisciplinary Overview of Current Issues in Semiconductor Processing,3,Physics
PHYS203,Statistical Astronomy,4,Physics
PHYS204,Advanced Galaxy Formation and Cosmology,4,Physics
PHYS205,Classical Mechanics,4,Physics
PHYS206,Computational Astrophysics,4,Physics
PHYS208,General Relativity,4,Physics
PHYS209A,Quantum Electronics,4,Physics
PHYS209B,Nonlinear Optics,4,Physics
PHYS209C,Advanced Topics in Quantum Optics,4,Physics
PHYS210A,Electromagnetic Theory,4,Physics
PHYS210B,Electromagnetic Theory,4,Physics
PHYS210C,Electromagnetic Theory,4,Physics
PHYS211A,Radiative Processes in Astrophysics,4,Physics
PHYS211B,Astrophysical Fluid Dynamics,4,Physics
PHYS212A,Thermodynamics and Statistical Mechanics,4,Physics
PHYS212B,Thermodynamics and Statistical Mechanics,4,Physics
PHYS213,Astrophysics of the Interstellar Medium,4,Physics
PHYS214,Techniques of Observational Astrophysics,4,Physics
PHYS215,Dynamics and Evolution of Galaxies,4,Physics
PHYS216,Star Formation,4,Physics
PHYS217,Stellar Structure and Evolution,4,Physics
PHYS218,Fundamentals of Astrophysics,4,Physics
PHYS219,Cosmology and Structure Formation,4,Physics
PHYS220,Quantum Computing,4,Physics
PHYS221A,Quantum Mechanics,4,Physics
PHYS221B,Quantum Mechanics,4,Physics
